,word,char0,char1,char2,char3,char4,score
75367,curls,c,u,r,l,s,0.4229571984435796
48686,carua,c,a,r,u,a,0.4229571984435796
259194,raash,r,a,a,s,h,0.4229571984435796
135292,heels,h,e,e,l,s,0.4229571984435796
236722,pills,p,i,l,l,s,0.4229571984435796
91377,donat,d,o,n,a,t,0.42295719844357954
326982,tozee,t,o,z,e,e,0.42295719844357954
183328,menic,m,e,n,i,c,0.4229571984435795
70402,cotta,c,o,t,t,a,0.4229571984435795
331532,truer,t,r,u,e,r,0.4229571984435795
59490,claus,c,l,a,u,s,0.4229571984435795
296793,solio,s,o,l,i,o,0.4229571984435795
175111,loops,l,o,o,p,s,0.4229571984435795
294232,slirt,s,l,i,r,t,0.42295719844357943
37473,boite,b,o,i,t,e,0.4229571984435794
26523,bairn,b,a,i,r,n,0.4229571984435794
278906,sauch,s,a,u,c,h,0.42256809338521384
260578,ranid,r,a,n,i,d,0.42256809338521384
69406,corol,c,o,r,o,l,0.42256809338521384
6706,aider,a,i,d,e,r,0.42256809338521384
319432,terna,t,e,r,n,a,0.42256809338521384
166833,lacey,l,a,c,e,y,0.4225680933852138
165914,kolas,k,o,l,a,s,0.4225680933852138
228816,pedee,p,e,d,e,e,0.4225680933852138
93662,duals,d,u,a,l,s,0.4225680933852138
180713,masks,m,a,s,k,s,0.4225680933852138
279336,scads,s,c,a,d,s,0.4225680933852138
289380,shuns,s,h,u,n,s,0.4225680933852138
273229,riser,r,i,s,e,r,0.4225680933852138
143402,hongs,h,o,n,g,s,0.4225680933852138
46406,canny,c,a,n,n,y,0.4225680933852138
277116,sally,s,a,l,l,y,0.4225680933852138
172771,liney,l,i,n,e,y,0.4225680933852138
168532,larid,l,a,r,i,d,0.42256809338521373
169118,lauds,l,a,u,d,s,0.42256809338521373
360945,voder,v,o,d,e,r,0.42256809338521373
66612,conor,c,o,n,o,r,0.42256809338521373
196643,naked,n,a,k,e,d,0.42256809338521373
325079,tofts,t,o,f,t,s,0.4225680933852137
67293,conte,c,o,n,t,e,0.4225680933852137
278574,saruk,s,a,r,u,k,0.42217898832684814
276509,sadie,s,a,d,i,e,0.42217898832684814
47976,carga,c,a,r,g,a,0.4221789883268481
6806,aimer,a,i,m,e,r,0.4221789883268481
227791,paths,p,a,t,h,s,0.4221789883268481
276816,saimy,s,a,i,m,y,0.422178988326848
167426,laine,l,a,i,n,e,0.422178988326848
135439,helas,h,e,l,a,s,0.422178988326848
245382,praus,p,r,a,u,s,0.422178988326848
292878,skeed,s,k,e,e,d,0.42217898832684797
361307,vomer,v,o,m,e,r,0.42217898832684797
187565,mimed,m,i,m,e,d,0.42217898832684797
286409,serum,s,e,r,u,m,0.42217898832684797
323155,tiber,t,i,b,e,r,0.42217898832684797
283412,selah,s,e,l,a,h,0.42217898832684797
50261,cavus,c,a,v,u,s,0.42217898832684797
59046,clags,c,l,a,g,s,0.42217898832684797
174484,loden,l,o,d,e,n,0.42217898832684797
130074,grits,g,r,i,t,s,0.42217898832684786
36564,blots,b,l,o,t,s,0.42217898832684786
225651,parah,p,a,r,a,h,0.42178988326848244
316598,tarie,t,a,r,i,e,0.4217898832684823
176342,lurer,l,u,r,e,r,0.4217898832684823
121977,ganta,g,a,n,t,a,0.4217898832684823
304177,stets,s,t,e,t,s,0.4217898832684823
275643,runer,r,u,n,e,r,0.4217898832684823
261343,razee,r,a,z,e,e,0.4217898832684823
276860,sayst,s,a,y,s,t,0.42178988326848227
46466,canoe,c,a,n,o,e,0.42178988326848227
128286,gotos,g,o,t,o,s,0.42178988326848227
144147,hosen,h,o,s,e,n,0.4217898832684822
172260,lilts,l,i,l,t,s,0.4217898832684822
30903,bejel,b,e,j,e,l,0.4217898832684822
51769,cetic,c,e,t,i,c,0.4217898832684822
160577,jatos,j,a,t,o,s,0.4214007782101166
241094,podos,p,o,d,o,s,0.4214007782101166
7059,aitis,a,i,t,i,s,0.42140077821011657
323141,tiara,t,i,a,r,a,0.42140077821011657
292324,syren,s,y,r,e,n,0.42140077821011657
273415,rivet,r,i,v,e,t,0.4214007782101165
259896,rafts,r,a,f,t,s,0.4214007782101165
77339,dawen,d,a,w,e,n,0.4214007782101165
286524,sesia,s,e,s,i,a,0.42140077821011646
132793,halms,h,a,l,m,s,0.42140077821011646
260300,ramex,r,a,m,e,x,0.42140077821011646
262271,rebed,r,e,b,e,d,0.42140077821011646
324825,tiver,t,i,v,e,r,0.42140077821011646
325206,token,t,o,k,e,n,0.4214007782101164
38213,boost,b,o,o,s,t,0.4214007782101164
160356,janus,j,a,n,u,s,0.4210116731517508
120737,fuzes,f,u,z,e,s,0.4210116731517508
176554,luxes,l,u,x,e,s,0.4210116731517508
163578,keens,k,e,e,n,s,0.4210116731517508
110060,farth,f,a,r,t,h,0.4210116731517508
84367,diana,d,i,a,n,a,0.4210116731517508
278475,sargo,s,a,r,g,o,0.4210116731517508
302384,stags,s,t,a,g,s,0.4210116731517508
6726,aiger,a,i,g,e,r,0.4210116731517508
28310,barre,b,a,r,r,e,0.42101167315175075
357647,vedet,v,e,d,e,t,0.42101167315175075
19914,armet,a,r,m,e,t,0.42101167315175075
30355,beent,b,e,e,n,t,0.4210116731517507
38582,bosks,b,o,s,k,s,0.4210116731517507
183570,menus,m,e,n,u,s,0.4210116731517507
129487,greed,g,r,e,e,d,0.4210116731517507
133080,hanap,h,a,n,a,p,0.42062256809338516
165090,kirns,k,i,r,n,s,0.4206225680933851
260003,rayas,r,a,y,a,s,0.4206225680933851
125540,girls,g,i,r,l,s,0.4206225680933851
296949,somal,s,o,m,a,l,0.42062256809338505
326042,toral,t,o,r,a,l,0.42062256809338505
282961,sedat,s,e,d,a,t,0.420622568093385
61564,cocks,c,o,c,k,s,0.420622568093385
127734,gongs,g,o,n,g,s,0.420622568093385
71278,coups,c,o,u,p,s,0.420622568093385
145683,ianus,i,a,n,u,s,0.420622568093385
142027,hoard,h,o,a,r,d,0.42062256809338494
48693,carum,c,a,r,u,m,0.42062256809338494
315321,taich,t,a,i,c,h,0.42062256809338494
321926,thins,t,h,i,n,s,0.4206225680933849
191337,moist,m,o,i,s,t,0.4206225680933849
291213,sinae,s,i,n,a,e,0.42023346303501935
276135,sacae,s,a,c,a,e,0.42023346303501935
122878,gauss,g,a,u,s,s,0.4202334630350193
160177,jaina,j,a,i,n,a,0.4202334630350193
186724,mider,m,i,d,e,r,0.4202334630350193
110628,feast,f,e,a,s,t,0.42023346303501924
294367,slops,s,l,o,p,s,0.42023346303501924
85746,dilis,d,i,l,i,s,0.4202334630350192
196652,naker,n,a,k,e,r,0.4202334630350192
182280,meeds,m,e,e,d,s,0.4202334630350192
129170,grass,g,r,a,s,s,0.4202334630350192
72764,cress,c,r,e,s,s,0.4202334630350192
317782,teems,t,e,e,m,s,0.4202334630350192
174638,logis,l,o,g,i,s,0.4202334630350192
115893,folic,f,o,l,i,c,0.4202334630350192
315466,taish,t,a,i,s,h,0.4202334630350192
30887,beira,b,e,i,r,a,0.4202334630350192
178650,malta,m,a,l,t,a,0.4202334630350192
77752,debel,d,e,b,e,l,0.4202334630350191
292887,skeer,s,k,e,e,r,0.4198443579766535
187578,mimer,m,i,m,e,r,0.4198443579766535
226943,parte,p,a,r,t,e,0.4198443579766535
260198,rakis,r,a,k,i,s,0.4198443579766535
269138,resee,r,e,s,e,e,0.4198443579766534
296894,solum,s,o,l,u,m,0.4198443579766534
142359,hoked,h,o,k,e,d,0.4198443579766534
51797,cetus,c,e,t,u,s,0.4198443579766534
228440,pearl,p,e,a,r,l,0.4198443579766534
62600,cokey,c,o,k,e,y,0.41984435797665337
362051,waist,w,a,i,s,t,0.41984435797665337
114761,flits,f,l,i,t,s,0.41984435797665337
39107,bovey,b,o,v,e,y,0.41984435797665337
209149,novem,n,o,v,e,m,0.4198443579766533
161336,jinns,j,i,n,n,s,0.4194552529182878
276745,sayal,s,a,y,a,l,0.4194552529182878
38459,borne,b,o,r,n,e,0.4194552529182877
176203,lunel,l,u,n,e,l,0.41945525291828767
134397,haven,h,a,v,e,n,0.41945525291828767
70364,cotys,c,o,t,y,s,0.41945525291828767
177763,maida,m,a,i,d,a,0.41945525291828767
325493,tonal,t,o,n,a,l,0.41945525291828767
83477,devel,d,e,v,e,l,0.4194552529182876
81544,depel,d,e,p,e,l,0.4194552529182876
228000,patta,p,a,t,t,a,0.419066147859922
190625,mitis,m,i,t,i,s,0.41906614785992197
42970,buras,b,u,r,a,s,0.41906614785992197
82072,deric,d,e,r,i,c,0.4190661478599219
8207,alien,a,l,i,e,n,0.4190661478599219
287545,sharp,s,h,a,r,p,0.4190661478599219
60675,clued,c,l,u,e,d,0.4190661478599219
82285,derms,d,e,r,m,s,0.4190661478599219
197500,navew,n,a,v,e,w,0.41906614785992186
175543,lovee,l,o,v,e,e,0.41906614785992186
115831,foist,f,o,i,s,t,0.41906614785992186
38192,boong,b,o,o,n,g,0.41906614785992186
226720,parol,p,a,r,o,l,0.41867704280155627
295994,soapy,s,o,a,p,y,0.4186770428015562
60978,coaly,c,o,a,l,y,0.4186770428015562
244833,potus,p,o,t,u,s,0.4186770428015562
292881,skeel,s,k,e,e,l,0.4186770428015562
242853,pomey,p,o,m,e,y,0.4186770428015562
36083,blens,b,l,e,n,s,0.4186770428015562
209920,oasis,o,a,s,i,s,0.4186770428015562
171868,liers,l,i,e,r,s,0.4186770428015562
187720,minds,m,i,n,d,s,0.41867704280155615
209054,nouns,n,o,u,n,s,0.41867704280155615
45407,calor,c,a,l,o,r,0.41867704280155615
110876,feeds,f,e,e,d,s,0.41867704280155615
285224,sence,s,e,n,c,e,0.4186770428015561
319141,tepee,t,e,p,e,e,0.4186770428015561
196568,naifs,n,a,i,f,s,0.4186770428015561
229030,peeks,p,e,e,k,s,0.4182879377431905
297248,sonja,s,o,n,j,a,0.4182879377431905
260451,ranal,r,a,n,a,l,0.4182879377431905
285350,sense,s,e,n,s,e,0.41828793774319045
295662,snoek,s,n,o,e,k,0.41828793774319045
121060,gaist,g,a,i,s,t,0.41828793774319045
28477,basat,b,a,s,a,t,0.41828793774319045
184012,mesas,m,e,s,a,s,0.4182879377431904
271195,rever,r,e,v,e,r,0.4182879377431904
37929,bonne,b,o,n,n,e,0.4182879377431904
281396,scots,s,c,o,t,s,0.4182879377431904
163716,keleh,k,e,l,e,h,0.4182879377431904
48500,carri,c,a,r,r,i,0.4182879377431904
293151,skiis,s,k,i,i,s,0.4182879377431904
366814,woald,w,o,a,l,d,0.4182879377431904
367776,wowed,w,o,w,e,d,0.4182879377431904
44535,cagit,c,a,g,i,t,0.41828793774319034
315461,tairn,t,a,i,r,n,0.4182879377431903
272713,riels,r,i,e,l,s,0.4178988326848248
273753,rodeo,r,o,d,e,o,0.41789883268482475
8175,alias,a,l,i,a,s,0.4178988326848247
48577,carse,c,a,r,s,e,0.4178988326848247
187481,mills,m,i,l,l,s,0.4178988326848247
158204,irred,i,r,r,e,d,0.41789883268482464
262282,rebel,r,e,b,e,l,0.41789883268482464
135185,heder,h,e,d,e,r,0.41789883268482464
33822,biked,b,i,k,e,d,0.41789883268482464
296411,soign,s,o,i,g,n,0.41789883268482464
51869,chads,c,h,a,d,s,0.4178988326848246
133763,harim,h,a,r,i,m,0.417509727626459
278492,sarky,s,a,r,k,y,0.417509727626459
171390,liana,l,i,a,n,a,0.417509727626459
285933,serau,s,e,r,a,u,0.417509727626459
178029,majas,m,a,j,a,s,0.417509727626459
112264,fidel,f,i,d,e,l,0.417509727626459
297333,sooke,s,o,o,k,e,0.41750972762645894
247255,preen,p,r,e,e,n,0.41750972762645894
295217,snags,s,n,a,g,s,0.4175097276264589
315967,tamus,t,a,m,u,s,0.4175097276264589
142363,hoker,h,o,k,e,r,0.4175097276264589
136984,herds,h,e,r,d,s,0.4175097276264589
30362,beeps,b,e,e,p,s,0.4175097276264589
28868,batad,b,a,t,a,d,0.4175097276264589
240887,poach,p,o,a,c,h,0.4175097276264589
325976,topos,t,o,p,o,s,0.4175097276264589
274092,romeo,r,o,m,e,o,0.4175097276264589
359679,viler,v,i,l,e,r,0.4175097276264589
241233,pogey,p,o,g,e,y,0.4175097276264589
144376,hours,h,o,u,r,s,0.4175097276264589
59265,claps,c,l,a,p,s,0.4175097276264589
297559,sordo,s,o,r,d,o,0.4175097276264589
48620,carty,c,a,r,t,y,0.4175097276264588
138202,hiant,h,i,a,n,t,0.41712062256809324
161514,jodel,j,o,d,e,l,0.41712062256809324
303424,steen,s,t,e,e,n,0.41712062256809324
297747,sotik,s,o,t,i,k,0.41712062256809324
181168,maths,m,a,t,h,s,0.4171206225680932
39225,bowls,b,o,w,l,s,0.4171206225680932
112897,finds,f,i,n,d,s,0.4171206225680932
271131,revel,r,e,v,e,l,0.4171206225680931
288461,ships,s,h,i,p,s,0.4171206225680931
268096,repel,r,e,p,e,l,0.4171206225680931
56552,chuet,c,h,u,e,t,0.4171206225680931
29494,beano,b,e,a,n,o,0.4171206225680931
171212,lever,l,e,v,e,r,0.4171206225680931
355652,uriel,u,r,i,e,l,0.4171206225680931
293710,slate,s,l,a,t,e,0.4171206225680931
170583,leper,l,e,p,e,r,0.4171206225680931
119133,friss,f,r,i,s,s,0.41712062256809307
126546,gloea,g,l,o,e,a,0.4167315175097275
222761,packs,p,a,c,k,s,0.4167315175097275
179783,marah,m,a,r,a,h,0.4167315175097275
237125,pinks,p,i,n,k,s,0.4167315175097275
133552,haram,h,a,r,a,m,0.4167315175097275
275454,ruins,r,u,i,n,s,0.4167315175097274
126132,gleet,g,l,e,e,t,0.4167315175097274
69354,corno,c,o,r,n,o,0.4167315175097274
102049,epees,e,p,e,e,s,0.4167315175097274
175438,louey,l,o,u,e,y,0.41673151750972737
237404,piped,p,i,p,e,d,0.41673151750972737
62411,cohos,c,o,h,o,s,0.41673151750972737
315324,taiga,t,a,i,g,a,0.41673151750972737
137856,hevea,h,e,v,e,a,0.41673151750972737
62800,colla,c,o,l,l,a,0.41673151750972737
286218,seron,s,e,r,o,n,0.41673151750972737
315546,talar,t,a,l,a,r,0.41673151750972737
200784,noint,n,o,i,n,t,0.4167315175097273
73161,crips,c,r,i,p,s,0.4167315175097273
134817,heart,h,e,a,r,t,0.4167315175097273
270064,rests,r,e,s,t,s,0.4167315175097273
314712,swots,s,w,o,t,s,0.41673151750972726
114372,fleer,f,l,e,e,r,0.4163424124513617
278533,sarpo,s,a,r,p,o,0.4163424124513617
279108,savor,s,a,v,o,r,0.4163424124513617
278162,sapor,s,a,p,o,r,0.4163424124513617
296306,sodom,s,o,d,o,m,0.4163424124513617
160650,jawed,j,a,w,e,d,0.4163424124513617
161831,jotas,j,o,t,a,s,0.41634241245136167
145670,yanks,y,a,n,k,s,0.41634241245136167
256901,puree,p,u,r,e,e,0.41634241245136167
316698,tarre,t,a,r,r,e,0.41634241245136167
48123,carli,c,a,r,l,i,0.41634241245136167
112721,fills,f,i,l,l,s,0.41634241245136167
48144,carlo,c,a,r,l,o,0.41634241245136167
306038,strey,s,t,r,e,y,0.41634241245136167
315288,tagus,t,a,g,u,s,0.4163424124513616
289412,shuts,s,h,u,t,s,0.4163424124513616
363708,wedel,w,e,d,e,l,0.4163424124513616
185548,mewed,m,e,w,e,d,0.4163424124513616
77530,deair,d,e,a,i,r,0.4163424124513616
97873,elves,e,l,v,e,s,0.4163424124513616
63816,comic,c,o,m,i,c,0.4163424124513616
84753,diced,d,i,c,e,d,0.4163424124513616
32165,berob,b,e,r,o,b,0.41634241245136155
46629,canty,c,a,n,t,y,0.41634241245136155
362039,waird,w,a,i,r,d,0.4163424124513615
369630,zoeas,z,o,e,a,s,0.415953307392996
172224,lilas,l,i,l,a,s,0.4159533073929959
324004,tings,t,i,n,g,s,0.4159533073929959
16609,aotus,a,o,t,u,s,0.4159533073929959
209402,nudes,n,u,d,e,s,0.4159533073929959
157716,iotas,i,o,t,a,s,0.4159533073929959
171192,level,l,e,v,e,l,0.41595330739299585
29234,bauta,b,a,u,t,a,0.41595330739299585
241024,podex,p,o,d,e,x,0.41595330739299585
74441,cubeb,c,u,b,e,b,0.4159533073929958
40141,braws,b,r,a,w,s,0.4159533073929958
364144,wends,w,e,n,d,s,0.4159533073929958
327490,trait,t,r,a,i,t,0.4159533073929958
261964,rearm,r,e,a,r,m,0.41595330739299574
116317,foram,f,o,r,a,m,0.4155642023346302
311160,sunna,s,u,n,n,a,0.4155642023346302
276541,safar,s,a,f,a,r,0.4155642023346302
366402,wiros,w,i,r,o,s,0.41556420233463015
276356,sacre,s,a,c,r,e,0.41556420233463015
135733,hells,h,e,l,l,s,0.4155642023346301
118846,frets,f,r,e,t,s,0.4155642023346301
26488,bailo,b,a,i,l,o,0.4155642023346301
118508,fraus,f,r,a,u,s,0.4155642023346301
18100,apses,a,p,s,e,s,0.4155642023346301
310884,sumen,s,u,m,e,n,0.4155642023346301
33823,biker,b,i,k,e,r,0.4155642023346301
241447,polab,p,o,l,a,b,0.41556420233463004
299675,spics,s,p,i,c,s,0.41556420233463004
31898,bepen,b,e,p,e,n,0.41556420233463
124614,giant,g,i,a,n,t,0.41517509727626445
46362,canli,c,a,n,l,i,0.4151750972762644
323137,tiang,t,i,a,n,g,0.4151750972762644
144553,howel,h,o,w,e,l,0.4151750972762644
110922,feyer,f,e,y,e,r,0.4151750972762644
286976,sfree,s,f,r,e,e,0.4151750972762644
91663,doria,d,o,r,i,a,0.41517509727626434
211835,oiled,o,i,l,e,d,0.41517509727626434
294286,slobs,s,l,o,b,s,0.41517509727626434
62522,coiny,c,o,i,n,y,0.4151750972762643
364067,wells,w,e,l,l,s,0.4151750972762643
78965,deeds,d,e,e,d,s,0.4151750972762643
159726,ivies,i,v,i,e,s,0.4151750972762643
322665,threw,t,h,r,e,w,0.4151750972762643
300228,spiss,s,p,i,s,s,0.4151750972762643
181821,meath,m,e,a,t,h,0.4151750972762643
297179,soncy,s,o,n,c,y,0.4151750972762643
142412,holds,h,o,l,d,s,0.4151750972762642
357315,varna,v,a,r,n,a,0.4147859922178987
133372,hanif,h,a,n,i,f,0.4147859922178987
180294,maror,m,a,r,o,r,0.4147859922178987
278879,sauce,s,a,u,c,e,0.41478599221789864
297112,somne,s,o,m,n,e,0.41478599221789864
297312,sonsy,s,o,n,s,y,0.41478599221789864
118242,frags,f,r,a,g,s,0.4147859922178986
51225,ceral,c,e,r,a,l,0.4147859922178986
191240,mogos,m,o,g,o,s,0.4147859922178986
85840,dimer,d,i,m,e,r,0.4147859922178986
193643,morra,m,o,r,r,a,0.4147859922178986
55984,chris,c,h,r,i,s,0.4147859922178986
272949,rimed,r,i,m,e,d,0.4147859922178986
163606,keets,k,e,e,t,s,0.4147859922178986
30814,behew,b,e,h,e,w,0.4147859922178985
29655,beaut,b,e,a,u,t,0.4147859922178985
261513,react,r,e,a,c,t,0.4147859922178985
366891,wolds,w,o,l,d,s,0.41478599221789847
39897,brand,b,r,a,n,d,0.41478599221789847
91233,dolus,d,o,l,u,s,0.41478599221789847
68290,coomb,c,o,o,m,b,0.41478599221789847
38233,booth,b,o,o,t,h,0.41478599221789847
92129,doven,d,o,v,e,n,0.41478599221789847
229700,penna,p,e,n,n,a,0.41439688715953293
366233,winos,w,i,n,o,s,0.4143968871595329
313319,surat,s,u,r,a,t,0.4143968871595329
237423,piper,p,i,p,e,r,0.4143968871595329
200279,niris,n,i,r,i,s,0.4143968871595329
28801,basta,b,a,s,t,a,0.4143968871595328
197595,neaps,n,e,a,p,s,0.4143968871595328
296855,solon,s,o,l,o,n,0.4143968871595328
256208,puled,p,u,l,e,d,0.4143968871595328
34464,biont,b,i,o,n,t,0.4143968871595328
65022,comus,c,o,m,u,s,0.4143968871595328
123296,gemel,g,e,m,e,l,0.4143968871595328
35668,blams,b,l,a,m,s,0.4143968871595328
43300,burrs,b,u,r,r,s,0.41439688715953277
200826,nolos,n,o,l,o,s,0.41439688715953277
262109,reast,r,e,a,s,t,0.41439688715953277
125594,giros,g,i,r,o,s,0.41400778210116723
293976,slent,s,l,e,n,t,0.4140077821011672
227796,patia,p,a,t,i,a,0.4140077821011672
310278,sugis,s,u,g,i,s,0.4140077821011671
316610,tarin,t,a,r,i,n,0.4140077821011671
124424,getas,g,e,t,a,s,0.4140077821011671
332453,tunis,t,u,n,i,s,0.4140077821011671
231404,perit,p,e,r,i,t,0.4140077821011671
29275,bawds,b,a,w,d,s,0.41400778210116707
92298,downs,d,o,w,n,s,0.41400778210116707
279023,sauty,s,a,u,t,y,0.41400778210116707
84765,dicer,d,i,c,e,r,0.41400778210116707
261783,realm,r,e,a,l,m,0.41400778210116707
272508,riced,r,i,c,e,d,0.41400778210116707
46477,canon,c,a,n,o,n,0.41400778210116707
181300,matta,m,a,t,t,a,0.41400778210116707
91425,donia,d,o,n,i,a,0.41400778210116707
185549,mewer,m,e,w,e,r,0.41400778210116707
30877,being,b,e,i,n,g,0.414007782101167
92692,drams,d,r,a,m,s,0.414007782101167
36272,bliss,b,l,i,s,s,0.414007782101167
245369,pratt,p,r,a,t,t,0.414007782101167
177984,maire,m,a,i,r,e,0.414007782101167
316129,tanka,t,a,n,k,a,0.4136186770428014
121808,ganam,g,a,n,a,m,0.4136186770428014
224441,panda,p,a,n,d,a,0.4136186770428014
19308,areas,a,r,e,a,s,0.4136186770428014
243347,poral,p,o,r,a,l,0.4136186770428014
179476,manor,m,a,n,o,r,0.4136186770428014
356456,vadis,v,a,d,i,s,0.41361867704280136
283149,seenu,s,e,e,n,u,0.41361867704280136
172338,limed,l,i,m,e,d,0.4136186770428013
297714,sosie,s,o,s,i,e,0.4136186770428013
325621,tonne,t,o,n,n,e,0.4136186770428013
61666,cocus,c,o,c,u,s,0.4136186770428013
162762,kaifs,k,a,i,f,s,0.4136186770428013
358481,verey,v,e,r,e,y,0.41361867704280125
91603,dopas,d,o,p,a,s,0.41361867704280125
71733,cozey,c,o,z,e,y,0.41361867704280125
317925,teiid,t,e,i,i,d,0.4136186770428012
40829,brims,b,r,i,m,s,0.4136186770428012
277465,saman,s,a,m,a,n,0.41322957198443566
117566,forra,f,o,r,r,a,0.41322957198443566
319192,terap,t,e,r,a,p,0.41322957198443566
59709,cleek,c,l,e,e,k,0.4132295719844356
182293,meeks,m,e,e,k,s,0.4132295719844356
28138,barny,b,a,r,n,y,0.4132295719844356
332375,tunas,t,u,n,a,s,0.4132295719844356
90066,ditas,d,i,t,a,s,0.4132295719844356
178127,makos,m,a,k,o,s,0.4132295719844356
37455,boyos,b,o,y,o,s,0.4132295719844356
366433,wised,w,i,s,e,d,0.41322957198443555
111925,fhrer,f,h,r,e,r,0.41322957198443555
115802,fohns,f,o,h,n,s,0.41322957198443555
282627,seave,s,e,a,v,e,0.4132295719844355
91031,doing,d,o,i,n,g,0.4132295719844355
127549,golds,g,o,l,d,s,0.4132295719844355
273903,roist,r,o,i,s,t,0.4132295719844355
169698,least,l,e,a,s,t,0.4132295719844355
365743,wyles,w,y,l,e,s,0.4132295719844355
38190,boone,b,o,o,n,e,0.4132295719844355
277889,sangu,s,a,n,g,u,0.4128404669260699
272647,rider,r,i,d,e,r,0.4128404669260699
223923,palla,p,a,l,l,a,0.4128404669260699
188453,mirks,m,i,r,k,s,0.4128404669260699
278619,sasse,s,a,s,s,e,0.41284046692606985
223062,pahos,p,a,h,o,s,0.41284046692606985
264576,reeds,r,e,e,d,s,0.4128404669260698
296341,softa,s,o,f,t,a,0.4128404669260698
85769,dills,d,i,l,l,s,0.4128404669260698
27118,balsa,b,a,l,s,a,0.4128404669260698
266176,reina,r,e,i,n,a,0.4128404669260698
292074,sinto,s,i,n,t,o,0.4128404669260698
211836,oiler,o,i,l,e,r,0.4128404669260698
213942,orals,o,r,a,l,s,0.4128404669260698
143619,hoops,h,o,o,p,s,0.4128404669260698
295316,snaps,s,n,a,p,s,0.4128404669260698
8660,aller,a,l,l,e,r,0.4128404669260698
318344,telic,t,e,l,i,c,0.4128404669260697
93926,duits,d,u,i,t,s,0.4128404669260697
182812,melds,m,e,l,d,s,0.4128404669260697
68370,coorg,c,o,o,r,g,0.4128404669260696
235697,piala,p,i,a,l,a,0.41245136186770426
111901,fewer,f,e,w,e,r,0.4124513618677041
177805,mayey,m,a,y,e,y,0.4124513618677041
291132,simps,s,i,m,p,s,0.4124513618677041
302137,staab,s,t,a,a,b,0.4124513618677041
43197,burls,b,u,r,l,s,0.4124513618677041
272951,rimer,r,i,m,e,r,0.4124513618677041
139699,hiney,h,i,n,e,y,0.4124513618677041
274982,roven,r,o,v,e,n,0.41245136186770404
272403,riata,r,i,a,t,a,0.41245136186770404
31635,benim,b,e,n,i,m,0.41245136186770404
109304,faire,f,a,i,r,e,0.412451361867704
315465,taise,t,a,i,s,e,0.412451361867704
316256,tanto,t,a,n,t,o,0.412451361867704
316251,tanti,t,a,n,t,i,0.412451361867704
36169,blets,b,l,e,t,s,0.412451361867704
367382,woops,w,o,o,p,s,0.412451361867704
39780,brays,b,r,a,y,s,0.412451361867704
25589,babus,b,a,b,u,s,0.412451361867704
79905,deked,d,e,k,e,d,0.4124513618677039
303379,steek,s,t,e,e,k,0.41206225680933845
366093,winey,w,i,n,e,y,0.41206225680933833
177845,maile,m,a,i,l,e,0.41206225680933833
132363,haine,h,a,i,n,e,0.41206225680933833
310555,sulks,s,u,l,k,s,0.41206225680933833
178247,malam,m,a,l,a,m,0.4120622568093383
315990,tanan,t,a,n,a,n,0.4120622568093383
315960,tamps,t,a,m,p,s,0.4120622568093383
127412,gofer,g,o,f,e,r,0.4120622568093383
256212,puler,p,u,l,e,r,0.4120622568093383
261393,reaal,r,e,a,a,l,0.4120622568093383
256764,punts,p,u,n,t,s,0.4120622568093383
276626,sagan,s,a,g,a,n,0.4120622568093383
200316,niter,n,i,t,e,r,0.4120622568093383
33618,bifer,b,i,f,e,r,0.4120622568093383
74838,cults,c,u,l,t,s,0.4120622568093382
71296,courb,c,o,u,r,b,0.4120622568093382
200554,nobel,n,o,b,e,l,0.41206225680933817
19258,ardea,a,r,d,e,a,0.41167315175097263
7071,aiver,a,i,v,e,r,0.4116731517509726
164058,keros,k,e,r,o,s,0.4116731517509726
294274,sloat,s,l,o,a,t,0.4116731517509726
27226,banak,b,a,n,a,k,0.4116731517509726
359812,vinas,v,i,n,a,s,0.4116731517509726
176837,macks,m,a,c,k,s,0.4116731517509726
237060,pinic,p,i,n,i,c,0.4116731517509726
272512,ricer,r,i,c,e,r,0.4116731517509726
187969,minks,m,i,n,k,s,0.4116731517509726
277366,salue,s,a,l,u,e,0.4116731517509725
161616,joint,j,o,i,n,t,0.4116731517509725
169928,leeds,l,e,e,d,s,0.4116731517509725
283062,seech,s,e,e,c,h,0.4116731517509725
366842,woden,w,o,d,e,n,0.4116731517509725
139534,hilts,h,i,l,t,s,0.41167315175097247
242496,polit,p,o,l,i,t,0.41167315175097247
37488,bokos,b,o,k,o,s,0.41167315175097247
72890,cribs,c,r,i,b,s,0.4116731517509724
214671,orlet,o,r,l,e,t,0.4116731517509724
222542,paauw,p,a,a,u,w,0.4112840466926068
187514,milos,m,i,l,o,s,0.4112840466926068
356491,vagas,v,a,g,a,s,0.4112840466926068
259997,raiae,r,a,i,a,e,0.4112840466926068
90808,dodos,d,o,d,o,s,0.4112840466926068
121674,gamey,g,a,m,e,y,0.4112840466926068
302199,stabs,s,t,a,b,s,0.4112840466926068
172353,limer,l,i,m,e,r,0.41128404669260676
273007,rinds,r,i,n,d,s,0.41128404669260676
108868,faade,f,a,a,d,e,0.41128404669260676
367078,wonna,w,o,n,n,a,0.41128404669260676
83752,dewed,d,e,w,e,d,0.41128404669260676
367013,women,w,o,m,e,n,0.4112840466926067
92594,drags,d,r,a,g,s,0.4112840466926067
365856,wilts,w,i,l,t,s,0.4112840466926067
274218,roofs,r,o,o,f,s,0.4112840466926067
